text;label
The average length of a banana is around 7 to 9 inches.;banana PIVOT
Bananas contain a lot of water (about 75% of their weight), which gives them a soft and pliable texture.;Bananas PIVOT,soft HARDNESS,pliable TEXTURE
Bananas are also rich in sugars, primarily fructose and glucose, which make them taste sweet.;Bananas PIVOT
The outer skin of a banana is relatively thick and tough, providing protection for the soft fruit inside.;skin COMPONENT,banana PIVOT,thick GEOMETRY,tough HARDNESS,soft HARDNESS,fruit CONTEXT
Bananas are fairly lightweight, with an average weight of around 120 grams (4.2 ounces) per fruit.;Bananas PIVOT,lightweight WEIGHT,fruit CONTEXT
As an AI language model, I don't have personal experience, but I can offer a description of the physical properties of a banknote.;banknote PIVOT
Banknotes are typically made from a blend of cotton and linen fibers, giving them a distinctive feel.;Banknotes PIVOT,cotton MATERIAL,linen MATERIAL
Banknotes vary in size, depending on the country and denomination, but most are rectangular and range from approximately 2.5 x 6 inches to 3 x 7 inches.;Banknotes PIVOT,rectangular GEOMETRY
Banknotes are printed in various colors and include security features, such as watermarks and special inks, to prevent counterfeiting.;Banknotes PIVOT
Banknotes don't weigh much, typically around one gram, so they are easy to transport and store.;Banknotes PIVOT
As an AI language model, I don't possess the ability to perceive or feel, but based on my programming, I can provide some information about the physical properties of a barrette, as follows;barrette PIVOT
A barrette is a small hair accessory used to hold hair in place.;barrette PIVOT,small SIZE,accessory CONTEXT,hold TASK
Barrettes are typically made of plastic, metal, or both.;Barrettes PIVOT,plastic MATERIAL,metal MATERIAL
The size and shape of barrettes can vary greatly, but they are generally flat and rectangular or curved.;barrettes PIVOT,flat GEOMETRY,rectangular GEOMETRY,curved GEOMETRY
Plastic barrettes are lightweight, flexible, and usually have a smooth texture.;Plastic MATERIAL,barrettes PIVOT,lightweight WEIGHT,smooth TEXTURE
Metal barrettes are heavier, sturdier, and can be plain or decorated with various embellishments.;Metal MATERIAL,barrettes PIVOT
Barrettes typically have a clasp or clip to hold hair in place, which is usually made of metal.;Barrettes PIVOT,clasp CONTEXT,clip CONTEXT,hold TASK,metal MATERIAL
Some barrettes may have additional features, such as springs or hinges, that affect their physical properties.;barrettes PIVOT,springs COMPONENT,hinges COMPONENT
As an AI language model, I don't have personal experience with batteries, but I can provide general information about their physical properties.;batteries PIVOT
The most common shapes are cylindrical, rectangular, and button-shaped.;cylindrical GEOMETRY,rectangular GEOMETRY
As an AI language model, I don't have any personal experience with physical objects, but here are some general physical properties of beads;beads PIVOT
Beads can come in a variety of shapes such as round, oval, cylindrical, flat, etc.;Beads PIVOT,round GEOMETRY,oval GEOMETRY,cylindrical GEOMETRY,flat GEOMETRY
Beads can range from tiny seed beads to larger beads that are several inches in diameter.;Beads PIVOT,tiny SIZE
Beads can be made from a variety of materials including glass, wood, plastic, gemstones, and metals.;Beads PIVOT,glass MATERIAL,wood MATERIAL,plastic MATERIAL,gemstones MATERIAL,metals MATERIAL
Beads can have a smooth, glossy texture or a rough, matte texture depending on the material they are made from.;Beads PIVOT,smooth TEXTURE,glossy TEXTURE,rough TEXTURE
The hardness of beads also varies depending on the materials, with some materials like gemstones being harder than others like plastic or wood.;beads PIVOT,gemstones MATERIAL,plastic MATERIAL,wood MATERIAL
A beer bottle is typically made of glass or plastic material.;beer CONTEXT,bottle PIVOT,glass MATERIAL,plastic MATERIAL
Glass bottles are the most common type of beer bottles, and they have some specific physical properties.;Glass MATERIAL,bottles PIVOT,beer CONTEXT
They are transparent, hard, and rigid, making them resistant to breakage during handling and transportation.;hard HARDNESS,rigid HARDNESS
They have an elongated cylindrical shape with a narrow neck and a wide base.;elongated GEOMETRY,cylindrical GEOMETRY,narrow GEOMETRY,neck COMPONENT,wide GEOMETRY,base COMPONENT
Beer bottles have a capacity of around 341ml (12 oz) or 500ml, and the weight varies depending on the material used.;Beer CONTEXT,bottles PIVOT
Glass beer bottles weigh between 190g to 300g, whereas plastic beer bottles weigh around 30g to 60g.;Glass MATERIAL,beer CONTEXT,bottles PIVOT,plastic MATERIAL
In general, beer bottles are designed to be easy to hold and pour beer.;beer CONTEXT,bottles PIVOT,hold TASK,pour TASK
They have smooth surfaces, and the neck has a tapered shape to hold the crown cap or twist-off cap securely.;smooth TEXTURE,neck COMPONENT,tapered GEOMETRY,hold TASK,cap COMPONENT
As an AI language model, I do not have personal views, but I can provide you with the following information about the physical properties of a billiard ball;billiard CONTEXT,ball PIVOT
A billiard ball is typically made of phenolic resin or polyester resin, which makes it very hard and durable.;billiard CONTEXT,ball PIVOT,resin MATERIAL,hard HARDNESS
The standard size of a billiard ball is 2.25 inches in diameter, and it weighs between 5.5 and 6 ounces.;billiard CONTEXT,ball PIVOT
The surface of a billiard ball is polished and smooth, which allows it to roll smoothly on the pool table.;billiard CONTEXT,ball PIVOT,smooth TEXTURE,roll TASK
The color of a billiard ball is generally either solid white or a combination of stripes and solids (depending on the game being played).;billiard CONTEXT,ball PIVOT,white COLOR
Billiard balls have a high coefficient of restitution, which means they bounce well and transfer energy effectively during collisions.;Billiard CONTEXT,balls PIVOT
Billiard balls are not magnetic, and they do not conduct electricity.;Billiard CONTEXT,balls PIVOT
As an AI language model, I do not have any physical senses to feel or touch a book.;book PIVOT
The size and weight of a book can vary depending on the type of book, number of pages, and cover material.;book PIVOT,pages COMPONENT
For example, a paperback novel is typically smaller and lighter than a hardcover textbook.;paperback MATERIAL,novel PIVOT,textbook CONTEXT
Books can have different types of covers such as paperback, hardcover, leather-bound, or cloth bound.;Books PIVOT,paperback MATERIAL,hardcover MATERIAL,cloth MATERIAL
Books can be made of different types of paper, which can affect the texture and weight of the pages.;Books PIVOT,pages COMPONENT
The number of pages in a book can also vary.;pages COMPONENT,book PIVOT
The text and images inside a book can vary in size, font, and color.;text COMPONENT,images COMPONENT,book PIVOT
As an AI language model, I do not have personal experience or senses to examine the physical properties of an object but here are a few general things that one can say about the physical properties of a bookmark.;bookmark PIVOT
A bookmark is a thin piece of material that is used to mark a place in a book.;bookmark PIVOT,thin GEOMETRY,piece CONTEXT,mark TASK
Typically, bookmarks are made from paper, cardboard, plastic, or fabric.;bookmarks PIVOT,paper MATERIAL,cardboard MATERIAL,plastic MATERIAL,fabric MATERIAL
Bookmarks vary in size but most are around 2 inches by 7 inches.;Bookmarks PIVOT
Bookmarks are thin and do not add much bulk to a book.;Bookmarks PIVOT,thin GEOMETRY
Bookmarks are lightweight.;Bookmarks PIVOT,lightweight WEIGHT
Bookmarks can be made from a variety of materials, including paper, cardboard, plastic, or fabric.;Bookmarks PIVOT,paper MATERIAL,cardboard MATERIAL,plastic MATERIAL,fabric MATERIAL
Most bookmarks are relatively flexible and can be bent or folded without breaking.;bookmarks PIVOT,flexible MATERIAL
For example, paper bookmarks may tear easily, while plastic or fabric bookmarks may be more durable.;paper MATERIAL,bookmarks PIVOT,plastic MATERIAL,fabric MATERIAL
However, I can provide you some general information about the physical properties of a bottle.;bottle PIVOT
A bottle is a container used for holding liquids, and its physical properties include:;bottle PIVOT,container CONTEXT,holding TASK
The most common shapes are cylindrical, rectangular, and oval.;cylindrical GEOMETRY,rectangular GEOMETRY,oval GEOMETRY
Bottles can be made from glass or plastic.;Bottles PIVOT,glass MATERIAL,plastic MATERIAL
Glass bottles are heavier, more durable, and more expensive than plastic bottles.;Glass MATERIAL,bottles PIVOT,plastic MATERIAL
Plastic bottles are lightweight, less expensive, and come in different shapes and sizes.;Plastic MATERIAL,bottles PIVOT,lightweight WEIGHT
Bottles are designed to hold a specific amount of liquid, which is usually measured in liters, milliliters or fluid ounces.;Bottles PIVOT,hold TASK
Heavier bottles are more durable and less likely to tip, but can be more difficult to handle.;bottles PIVOT
Glass bottles are generally more durable than plastic bottles and can be reused many times.;Glass MATERIAL,bottles PIVOT,plastic MATERIAL
Bottles must be able to withstand everyday wear and tear, such as accidental drops or impacts from other objects.;Bottles PIVOT
Glass bottles are better at withstanding higher temperatures than plastic bottles.;Glass MATERIAL,bottles PIVOT,plastic MATERIAL
Bottles must be able to resist the corrosive effects of certain chemicals, especially if they are being used to store or transport hazardous materials.;Bottles PIVOT
However, here are some general physical properties of a typical ceramic or glass bowl;ceramic MATERIAL,glass MATERIAL,bowl PIVOT
A bowl has a curved, concave shape with a circular or oval opening at the top.;bowl PIVOT,curved GEOMETRY,concave GEOMETRY,circular GEOMETRY,oval GEOMETRY,top COMPONENT
The sides may be flared, tapered, or straight, depending on the design.;sides COMPONENT,flared GEOMETRY,tapered GEOMETRY,straight GEOMETRY
Bowls come in various sizes, from small to large, depending on their intended use.;Bowls PIVOT,small SIZE,large SIZE
A small bowl may hold a few ounces of food or liquid, while a large bowl may hold several quarts.;small SIZE,bowl PIVOT,large SIZE
Ceramic or glass bowls tend to be heavier than plastic or metal bowls.;Ceramic MATERIAL,glass MATERIAL,bowls PIVOT,plastic MATERIAL,metal MATERIAL
The surface of a bowl may be smooth, glazed, or rough, depending on the finish.;bowl PIVOT,smooth TEXTURE,glazed TEXTURE,rough TEXTURE
Ceramic and glass bowls are generally more fragile and prone to breakage than plastic or metal bowls.;Ceramic MATERIAL,glass MATERIAL,bowls PIVOT,plastic MATERIAL,metal MATERIAL
A ceramic or glass bowl is not a good conductor of heat or electricity, which makes it safe to use in the microwave or oven.;ceramic MATERIAL,glass MATERIAL,bowl PIVOT
Boxes come in a wide range of sizes and shapes, from small square boxes to large rectangular ones, and have various depths and heights.;Boxes PIVOT,small SIZE,square GEOMETRY,large SIZE,rectangular GEOMETRY
Some boxes have partitions, inserts, or dividers to organize the content better.;boxes PIVOT
Boxes can be lightweight and easy to carry, but also sturdy enough to protect their content from impact and pressure.;Boxes PIVOT,lightweight WEIGHT,carry TASK
Boxes can be made from different materials, such as cardboard, plastic, metal, wood, or fabric, each with their texture and appearance.;Boxes PIVOT,cardboard MATERIAL,plastic MATERIAL,metal MATERIAL,wood MATERIAL,fabric MATERIAL
Boxes can also feature labels, logos, or images to indicate their content, purpose, or ownership.;Boxes PIVOT
The material of a box determines its strength, rigidity, and resistance to environmental factors.;box PIVOT
For example, plastic boxes are waterproof and durable, while paper boxes are recyclable and biodegradable.;plastic MATERIAL,boxes PIVOT,paper MATERIAL
The durability of a box refers to its ability to withstand wear and tear, stress, pressure, and external factors.;box PIVOT
Boxes can be designed and constructed to ensure durability, such as reinforced corners, double walls, or cushioning materials.;Boxes PIVOT
As an AI language model, I do not have personal experience or perception of physical sensations, however, I can tell that buns generally have the following physical properties;buns PIVOT
Buns are usually soft and spongy on the inside, while possessing a slightly crispy exterior.;Buns PIVOT,soft HARDNESS,spongy HARDNESS,crispy TEXTURE
The color of a bun can vary based on its ingredients, but it's usually light brown or yellow.;bun PIVOT,brown COLOR,yellow COLOR
Buns are typically round, but can also be oval, oblong or any other shape depending on the specific type.;Buns PIVOT,round GEOMETRY,oval GEOMETRY,oblong GEOMETRY
The size of a bun can also vary based on its intended use, but is usually small enough to be held in one hand.;bun PIVOT,small SIZE,held TASK
Some buns are very dense and heavy, while others are light and fluffy.;buns PIVOT,heavy WEIGHT,light WEIGHT
Buns have a mild, neutral taste, which means they pair well with a variety of different flavors.;Buns PIVOT
However, based on my language knowledge, here are the physical properties of a candle;candle PIVOT
A candle is a solid at room temperature.;candle PIVOT,solid HARDNESS
Candles are made from wax, which has a melting point between 115-180 F (46-82 C), depending on the type of wax.;Candles PIVOT,wax MATERIAL
Candles come in various sizes and shapes, including pillar, votive, taper, tea light, and more.;Candles PIVOT,pillar GEOMETRY,votive GEOMETRY,taper GEOMETRY
Different candles have different textures depending on the wax type and additives used.;candles PIVOT,wax MATERIAL
The density of a candle varies depending on the wax type and additives used.;candle PIVOT,wax MATERIAL
Candles are combustible and should be handled with care to avoid a fire hazard.;Candles PIVOT
However, I can provide you with general information about the physical properties of a chalice based on the material it is made from.;chalice PIVOT
A chalice can be made of different materials, such as glass, metal, or ceramic.;chalice PIVOT,glass MATERIAL,metal MATERIAL,ceramic MATERIAL
Glass: fragile, transparent, smooth surface, can be molded into different shapes, and can withstand high temperatures.;Glass MATERIAL,smooth TEXTURE
Metal: durable, heavy, can be polished or textured, conductive to heat and electricity, and can be molded into different shapes.;Metal MATERIAL,heavy WEIGHT
Ceramic: brittle, porous, can be glazed or unglazed, can be molded into different shapes, and can withstand high temperatures.;Ceramic MATERIAL,brittle TEXTURE,porous TEXTURE
Some chalices may have additional features, such as a stem or decorative elements, that can affect its physical properties.;chalices PIVOT,stem COMPONENT
Chalk is primarily composed of calcium carbonate, a mineral that is also found in limestone, marble, and other rocks.;Chalk PIVOT,limestone MATERIAL,marble MATERIAL
It is a soft, powdery substance that comes in a white or light-colored form.;soft TEXTURE,powdery TEXTURE,white COLOR
Chalk has a low density and is relatively lightweight.;Chalk PIVOT,lightweight WEIGHT
One of the unique physical properties of chalk is that it can be easily crumbled or broken into small pieces.;chalk PIVOT,small SIZE
Chalk is insoluble in water but can dissolve in acids.;Chalk PIVOT
Chalk has a low melting and boiling point, and it does not conduct heat or electricity.;Chalk PIVOT
In terms of its appearance, chalk has a fine, smooth texture and a matte finish.;chalk PIVOT,smooth TEXTURE
As an AI language model, I don't have hands or the sense of touch, so I can't fully describe the physical properties of a chess piece like a human would.;chess CONTEXT,piece PIVOT
However, I can give you the general physical characteristics of each type of chess piece;chess CONTEXT,piece PIVOT
Pawn: A small and short piece with a rounded top, typically made of wood or plastic.;small SIZE,short SIZE,piece CONTEXT,rounded GEOMETRY,top COMPONENT,wood MATERIAL,plastic MATERIAL
Rook: A taller and thicker piece with a flat, rectangular top, usually made of the same material as the pawns.;piece CONTEXT,flat GEOMETRY,rectangular GEOMETRY,top COMPONENT
Knight: A smaller piece with a distinctive shape that resembles a horse's head, usually made of the same materials as the pawns and rooks.;piece CONTEXT
Bishop: A slightly taller and thinner piece with a small, pointed top, typically made of the same materials as the pawns and rooks.;small SIZE,top COMPONENT
Queen: The tallest and most powerful piece, often differentiated by a more intricate design and made of higher-quality materials, such as carved wood or metal.;wood MATERIAL,metal MATERIAL
Overall, chess pieces are relatively small and lightweight and are designed to be easy to move and place on the board during gameplay.;chess CONTEXT,pieces PIVOT,small SIZE,lightweight WEIGHT,move TASK,place TASK
As an AI language model, I do not have personal experience of eating a chocolate bar.;chocolate CONTEXT,bar PIVOT
A chocolate bar has a solid texture, with a glossy or matte finish, depending on the type and quality of chocolate.;chocolate CONTEXT,bar PIVOT,solid HARDNESS,glossy TEXTURE
It is typically rectangular in shape, with a smooth or slightly textured surface.;rectangular GEOMETRY,smooth TEXTURE
The physical properties of a chocolate bar include its melting point, viscosity, and hardness.;chocolate CONTEXT,bar PIVOT
Overall, chocolate is a complex material with a unique set of physical properties that make it both versatile and enjoyable to eat.;chocolate PIVOT,eat TASK
However, below are some physical properties of a cigarette;cigarette PIVOT
A typical cigarette measures around 70-120 mm in length and 8-10 mm in diameter.;cigarette PIVOT
The weight of a cigarette usually ranges from 0.6 to 1 gram.;cigarette PIVOT
The shape of a cigarette is cylindrical with a filter at one end and a tobacco-filled paper at the other end.;cigarette PIVOT,cylindrical GEOMETRY,paper MATERIAL
Cigarettes are highly combustible and can burn easily at low temperatures to release smoke.;Cigarettes PIVOT
Cigarettes contain tobacco leaves, paper, and filter materials that can release toxic chemicals when burnt, such as nicotine, tar, carbon monoxide, and other carcinogens.;Cigarettes PIVOT,paper MATERIAL
As an AI language model, I cannot perceive physical properties, but based on research, a clementine is a small citrus fruit, usually 5-7 centimeters in diameter, with a thin, smooth, and glossy orange rind that is easy to peel.;clementine PIVOT,small SIZE,thin GEOMETRY,smooth TEXTURE,glossy TEXTURE,orange COLOR,rind COMPONENT,peel TASK
Clementines are known for their sweet and tangy flavor and are often eaten fresh or used in juices and salads.;Clementines PIVOT,eaten TASK
Clementines have a round shape and are similar in appearance to tangerines and mandarins.;Clementines PIVOT,round GEOMETRY
As an AI language model, I do not have direct perceptions, but I can provide you with some information about common physical properties of coins.;coins PIVOT
Coins are usually small, flat and circular objects that are used as a medium of exchange for goods or services.;Coins PIVOT,small SIZE,flat GEOMETRY,circular GEOMETRY
They are typically made of metal, although some coins may be made of plastic or other materials.;metal MATERIAL,plastic MATERIAL
The size of a coin can range from small to large depending on its value and the country that issues it.;coin PIVOT,small SIZE,large SIZE
The weight of a coin is typically related to its value, with more valuable coins being heavier.;coin PIVOT
The shape of a coin is usually fixed and circular, although some coins may have irregular shapes.;coin PIVOT,circular GEOMETRY
The surface texture of a coin can vary from smooth to rough and may include engravings or raised images.;coin PIVOT,smooth TEXTURE,rough TEXTURE
As an AI language model, I don't have personal experience of physical objects, but I can provide you with information about the physical properties of a comb based on general knowledge.;comb PIVOT
A comb is a flat, narrow, toothed instrument made of various materials like plastic, wood, or metal.;comb PIVOT,flat GEOMETRY,narrow GEOMETRY,instrument CONTEXT,plastic MATERIAL,wood MATERIAL,metal MATERIAL
It is primarily used for detangling and styling hair.;detangling TASK,styling TASK
Combs come in different sizes and shapes, but the majority is long and narrow, suitable for use on the hair.;Combs PIVOT,long SIZE,narrow GEOMETRY
Combs can be made from various materials such as plastic, wood, hard rubber, or metal.;Combs PIVOT,plastic MATERIAL,wood MATERIAL,hard HARDNESS,rubber MATERIAL,metal MATERIAL
The length and thickness of the teeth of the comb determine its ability to detangle hair effectively without causing damage or discomfort to the scalp.;comb PIVOT,detangle TASK
Overall, comb's physical properties primarily affect its function and efficiency in detangling, conditioning or styling hair effectively without causing damage to the scalp.;comb PIVOT,detangling TASK,conditioning TASK,styling TASK
As an AI language model I can give you the following information about the physical properties of a CD;CD PIVOT
A CD, also known as a compact disc, is a circular plastic disc that is 12cm in diameter and 1.2mm thick.;CD PIVOT,disc CONTEXT,circular GEOMETRY
The top layer of a CD is made of clear polycarbonate plastic, while the bottom layer is a thin layer of metal, often aluminum.;CD PIVOT,plastic MATERIAL,thin GEOMETRY,metal MATERIAL,aluminum MATERIAL
Data is stored on the CD in the form of tiny bumps and pits molded into the top plastic layer, which are then read by a laser beam as it scans the disc.;CD PIVOT,plastic MATERIAL
The CD is designed to spin at a constant speed of 200 - 500 revolutions per minute (RPM) while data is being read or written.;CD PIVOT
However, I can provide you with some basic information about credit card's physical properties from available sources.;credit CONTEXT,card PIVOT
Credit cards are typically made of plastic, polyvinyl chloride (PVC) to be specific, but can also be made of other materials such as metal or carbon fiber.;Credit CONTEXT,cards PIVOT,plastic MATERIAL,PVC MATERIAL,metal MATERIAL
They are thin, lightweight, and designed to be easily carried in a wallet or purse.;thin GEOMETRY,lightweight WEIGHT,carried TASK
Credit cards have a magnetic stripe or a microchip embedded within them, which holds the cardholder's information necessary for transactions.;Credit CONTEXT,cards PIVOT
However, here are some physical properties of a cucumber;cucumber PIVOT
Cucumbers are elongated and cylindrical in shape, with a length of approximately 6-9 inches (15-23 cm).;Cucumbers PIVOT,elongated GEOMETRY,cylindrical GEOMETRY
They have a smooth, waxy surface with ridges along their length.;smooth TEXTURE,waxy TEXTURE
Cucumbers are typically dark green in color, but can also be yellow or even white.;Cucumbers PIVOT,green COLOR,yellow COLOR,white COLOR
They have a hard, crunchy texture when raw, with a high water content and low calorie count.;hard HARDNESS
Interestingly, cucumbers are actually a fruit, but are often classified as a vegetable due to their culinary uses.;cucumbers PIVOT,fruit CONTEXT,vegetable CONTEXT
As an AI language model, I don't have personal experience, however, I can provide some general information about the physical properties of a cup;cup PIVOT
Cups can be made of different materials such as glass, ceramic, plastic, metal, and even wood.;Cups PIVOT,glass MATERIAL,ceramic MATERIAL,plastic MATERIAL,metal MATERIAL,wood MATERIAL
Cups can vary in terms of their size and shape, from small and narrow espresso cups to large and wide soup mugs.;Cups PIVOT,small SIZE,narrow GEOMETRY,large SIZE,wide GEOMETRY
The weight of a cup depends on the material it's made of, with glass cups being lighter than ceramic or metal cups.;cup PIVOT,glass MATERIAL,ceramic MATERIAL,metal MATERIAL
The capacity of a cup is the amount of liquid it can hold, which is usually measured in ounces or milliliters.;cup PIVOT
The surface of a cup can be smooth, rough or patterned.;cup PIVOT,smooth TEXTURE,rough TEXTURE
Cups can come in a variety of colors and designs.;Cups PIVOT
Some cups are more fragile and can break easily, while others are more durable and can last for years.;cups PIVOT
Cups can either retain or dissipate heat, depending on the material they're made of.;Cups PIVOT
For example, metal cups are good at retaining heat, while ceramic cups can dissipate heat quickly.;metal MATERIAL,cups PIVOT,ceramic MATERIAL
However, I can tell you about the physical properties of a standard six-sided die that people commonly use in games such as Yahtzee, Monopoly, and Dungeons & Dragons.;die PIVOT
A standard six-sided die is a cube with each face numbered from one to six.;die PIVOT,cube GEOMETRY
It has a uniform shape with edges of equal length and angles of 90 degrees.;uniform GEOMETRY
The material used to make dice may vary, but most commonly used materials are plastic, metal, or wood.;dice PIVOT,plastic MATERIAL,metal MATERIAL,wood MATERIAL
The size of a die usually ranges from 12mm to 25mm in length.;die PIVOT
The weight of a die is also an important aspect because it affects the outcome of the roll.;die PIVOT,roll TASK
The weight of dice may depend on the material used to make it.;dice PIVOT
Overall, the physical properties of a die are essential for fair play and ensuring that the outcomes of a game of chance are random.;die PIVOT
As an AI language model, I don't have personal experience with the physical properties of a donut.;donut PIVOT
A donut is a sweet, baked or fried, circular-shaped pastry with a hole in the center.;donut PIVOT,circular GEOMETRY
The dough is then deep-fried or baked until it is golden brown and crispy on the outside.;brown COLOR,crispy TEXTURE
A donut is a relatively dense food item because it contains a significant amount of carbohydrates, proteins, and fats that are tightly packed inside the dough.;donut PIVOT
The texture of a donut is soft and fluffy on the inside and crispy and slightly greasy on the outside.;donut PIVOT,soft TEXTURE,crispy TEXTURE,greasy TEXTURE
This textural combination creates a distinctive mouthfeel that is pleasant to eat.;eat TASK
The color of a donut depends on the ingredients used to make it.;donut PIVOT
Most donuts are golden brown because they are deep-fried or baked at high temperatures.;donuts PIVOT,golden COLOR,brown COLOR
Donuts come in a variety of sizes and shapes, but they are mostly circular with a hole in the center.;Donuts PIVOT,circular GEOMETRY
The size of a donut can range from a small bite-size piece to a large pastry that can be shared by several people.;small SIZE,large SIZE
Overall, a donut's physical properties are what makes it an indulgent treat that is enjoyed all around the world.;donut PIVOT
As an AI language model, I don't have personal experience with physical properties of an earring but I can describe some general properties.;earring PIVOT
The physical properties of an earring can vary depending on the material it's made of.;earring PIVOT
Some common materials include gold, silver, platinum, acrylic, plastic, and wood.;gold MATERIAL,silver MATERIAL,platinum MATERIAL,acrylic MATERIAL,wood MATERIAL
The weight of an earring will vary based on its size and material.;earring PIVOT
Large, dangling earrings will typically be heavier than smaller studs or hoops.;Large SIZE,earrings PIVOT
Earrings can also have various shapes and sizes, with some being round, oval, geometric, or in the shape of an animal or object.;Earrings PIVOT,round GEOMETRY,oval GEOMETRY
Additionally, the surface of the earring can be smooth or textured, depending on the design.;earring PIVOT,smooth TEXTURE
Some earrings may also have gemstones or other embellishments attached, adding to their visual appeal.;earrings PIVOT
As an AI language model, I do not have personal experience of an egg's physical properties.;egg PIVOT
However, an egg is a three-layered biological structure that contains a yolk, albumen (egg white), and a thin outer shell.;egg PIVOT,thin GEOMETRY,shell COMPONENT
The egg white is mostly water and protein and has a gel-like consistency when raw but becomes firmer when cooked.;egg PIVOT,white COLOR
The overall shape of an egg is oval, and its size can vary depending on the species of the bird that laid it.;egg PIVOT,oval GEOMETRY
As an AI language model, I don't have personal experience with envelopes.;envelopes PIVOT
Envelopes come in various sizes and shapes, including rectangular, square, and long.;Envelopes PIVOT,rectangular GEOMETRY,square GEOMETRY,long SIZE
Most envelopes are made from thin paper or cardstock, but they can also be made from other materials like plastic or fabric.;envelopes PIVOT,thin GEOMETRY,paper MATERIAL,cardstock MATERIAL,plastic MATERIAL,fabric MATERIAL
