text;label
A bottle is a narrow-necked container made of an impermeable material (clay, glass, plastic, aluminium etc.).;bottle PIVOT,narrow GEOMETRY,necked COMPONENT,container CONTEXT,clay MATERIAL,glass MATERIAL,plastic MATERIAL,aluminium MATERIAL 
A container, typically made of glass or plastic and having a tapered neck, used primarily for holding liquids.;container CONTEXT,glass MATERIAL,plastic MATERIAL,tapered GEOMETRY,neck COMPONENT,holding TASK
a glass or plastic vessel used for storing drinks or other liquids, typically cylindrical without handles and with a narrow neck that can be plugged or capped.;vessel CONTEXT,glass MATERIAL,plastic MATERIAL,cylindrical GEOMETRY,narrow GEOMETRY,neck COMPONENT
A bottle is a glass or plastic container in which drinks and other liquids are kept.;bottle PIVOT,glass MATERIAL,plastic MATERIAL,container CONTEXT
Bottles are usually round with straight sides and a narrow top.;Bottles PIVOT,round GEOMETRY,straight GEOMETRY,sides COMPONENT,narrow GEOMETRY,top COMPONENT
a rigid or semirigid container typically of glass or plastic having a comparatively narrow neck or mouth and usually no handle.;rigid HARDNESS,semirigid HARDNESS,glass MATERIAL,plastic MATERIAL,narrow GEOMETRY,neck COMPONENT
a glass or plastic container for liquids, usually with a narrow part at the top that is called the neck.;glass MATERIAL,plastic MATERIAL,narrow GEOMETRY,neck COMPONENT
a portable container for holding liquids, characteristically having a neck and mouth and made of glass or plastic.;container CONTEXT,holding TASK,neck COMPONENT,glass MATERIAL,plastic MATERIAL
A receptacle having a narrow neck, usually no handles, and a mouth that can be plugged, corked, or capped.;narrow GEOMETRY,neck COMPONENT
A glass or plastic container with a narrow neck, used for storing drinks or other liquids.;glass MATERIAL,plastic MATERIAL,narrow GEOMETRY,neck COMPONENT
A bowl is a round dish or container typically used to prepare and serve food.;bowl PIVOT,round GEOMETRY,dish CONTEXT,container CONTEXT,prepare TASK,serve TASK
The exterior of a bowl is most often round but can be of any shape, including rectangular.;bowl PIVOT,round GEOMETRY,rectangular GEOMETRY
A roughly hemispherical container used to hold, mix or present food, such as salad, fruit or soup, or other items.;hemispherical GEOMETRY,container CONTEXT,hold TASK,mix TASK,present TASK
a round vessel that is open at the top, used chiefly for holding food or liquids.;round GEOMETRY,vessel CONTEXT,holding TASK
A bowl is a round container with a wide uncovered top.;bowl PIVOT,round GEOMETRY,container CONTEXT,wide GEOMETRY,top COMPONENT
Some kinds of bowl are used, for example, for serving or eating food from, or in cooking, while other larger kinds are used for washing or cleaning.;bowl PIVOT,serving TASK,cooking TASK,washing TASK,cleaning TASK
a concave usually nearly hemispherical vessel.;concave GEOMETRY,hemispherical GEOMETRY,vessel CONTEXT
a rounded container that is usually larger than a cup.;rounded GEOMETRY,container CONTEXT
a round container used for eating, serving, or preparing food.;round GEOMETRY,container CONTEXT,eating TASK,serving TASK,preparing TASK
a rather deep, round dish or basin, used chiefly for holding liquids, food, etc.;round GEOMETRY,dish CONTEXT,holding TASK
A hemispherical vessel, wider than it is deep, used for holding food or fluids.;hemispherical GEOMETRY,vessel CONTEXT,holding TASK
A round, deep dish or basin used for food or liquid.;round GEOMETRY,dish CONTEXT
A box (plural: boxes) is a container used for the storage or transportation of its contents.;box PIVOT,container CONTEXT
Most boxes have flat, parallel, rectangular sides.;boxes PIVOT,flat GEOMETRY,rectangular GEOMETRY,sides COMPONENT
Boxes can be very small (like a matchbox) or very large (like a shipping box for furniture), and can be used for a variety of purposes from functional to decorative.;Boxes PIVOT,small SIZE,large SIZE
a (usually rectangular) container, may have a lid.;rectangular GEOMETRY,container CONTEXT,lid COMPONENT
A box is a square or rectangular container with hard or stiff sides.;box PIVOT,square GEOMETRY,rectangular GEOMETRY,container CONTEXT,hard HARDNESS,stiff HARDNESS,sides COMPONENT
a rigid typically rectangular container with or without a cover.;rigid TEXTURE,rectangular GEOMETRY,container CONTEXT
a container with straight sides, a flat base, and sometimes a lid.;container CONTEXT,straight GEOMETRY,sides COMPONENT,flat GEOMETRY,base COMPONENT,lid COMPONENT
a container, case, or receptacle, usually rectangular, of wood, metal, cardboard, etc., and often with a lid or removable cover.;container CONTEXT,rectangular GEOMETRY,wood MATERIAL,metal MATERIAL,cardboard MATERIAL,lid COMPONENT
A container with a flat base and sides, typically square or rectangular and having a lid.;container CONTEXT,flat GEOMETRY,base COMPONENT,sides COMPONENT,square GEOMETRY,rectangular GEOMETRY,lid COMPONENT
A bun is a small, sometimes sweet, bread-based item or roll.;bun PIVOT,small SIZE
A small bread roll, often sweetened or spiced.;small SIZE,bread CONTEXT
small rounded bread either plain or sweet;small SIZE,rounded GEOMETRY,bread CONTEXT
Buns are small bread rolls.;Buns PIVOT,small SIZE,bread CONTEXT
a sweet or plain small bread;small SIZE,bread CONTEXT
a small round cake, especially with a sweet sticky surface;small SIZE,round GEOMETRY,cake CONTEXT,sticky TEXTURE
An unsweetened round or oblong roll, used especially to hold a hamburger patty or a hot dog.;round GEOMETRY,oblong GEOMETRY
A small sweetened roll, often spiced or containing dried fruit.;small SIZE
A small cake, typically containing dried fruit.;small SIZE,cake CONTEXT
A candle is an ignitable wick embedded in wax, or another flammable solid substance such as tallow, that provides light, and in some cases, a fragrance.;candle PIVOT,wax MATERIAL,solid HARDNESS,tallow MATERIAL
A light source consisting of a wick embedded in a solid, flammable substance such as wax, tallow, or paraffin.;solid HARDNESS,wax MATERIAL,tallow MATERIAL
stick of wax with a wick in the middle.;stick CONTEXT,wax MATERIAL
A candle is a stick of hard wax with a piece of string called a wick through the middle.;candle PIVOT,stick CONTEXT,hard HARDNESS,wax MATERIAL
a usually molded or dipped mass of wax or tallow containing a wick that may be burned (as to give light, heat, or scent or for celebration or votive purposes).;wax MATERIAL,tallow MATERIAL
a stick of wax with a string in it called a wick that you burn to give light.;stick GEOMETRY,wax MATERIAL
a long, usually slender piece of tallow or wax with an embedded wick that is burned to give light.;long SIZE,slender GEOMETRY,piece CONTEXT,tallow MATERIAL,wax MATERIAL
A solid, usually cylindrical mass of tallow, wax, or other fatty substance with an axially embedded wick that is burned to provide light.;solid HARDNESS,cylindrical GEOMETRY,tallow MATERIAL,wax MATERIAL,fatty TEXTURE
A cylinder or block of wax or tallow with a central wick which is lit to produce light as it burns.;cylinder GEOMETRY,block GEOMETRY,wax MATERIAL,tallow MATERIAL
A chalice (from Latin 'mug', borrowed from Ancient Greek () 'cup') or goblet is a footed cup intended to hold a drink.;chalice PIVOT,goblet CONTEXT,cup CONTEXT,hold TASK
In religious practice, a chalice is often used for drinking during a ceremony or may carry a certain symbolic meaning.;chalice PIVOT,drinking TASK
A large drinking cup, often having a stem and base and used especially for formal occasions and religious ceremonies.;large SIZE,drinking TASK,cup PIVOT,stem COMPONENT
A chalice is a large gold or silver cup with a stem. Chalices are used to hold wine in the Christian service of Holy Communion.;chalice PIVOT,large SIZE,gold COLOR,silver COLOR,cup CONTEXT,stem COMPONENT,hold TASK
a large cup for wine, especially one used during the Christian ceremony of Holy Communion;large SIZE,cup PIVOT
Chalk is a soft, white, porous, sedimentary carbonate rock.;Chalk PIVOT,soft HARDNESS,white COLOR,carbonate CONTEXT,rock MATERIAL
A soft, white, powdery limestone.;soft HARDNESS,white COLOR,powdery TEXTURE,limestone MATERIAL
a soft whitish calcite;soft HARDNESS,whitish COLOR
Chalk is a type of soft white rock. You can use small pieces of it for writing or drawing with.;Chalk PIVOT,soft HARDNESS,white COLOR,rock MATERIAL,small SIZE,pieces CONTEXT,writing TASK,drawing TASK
a soft white, gray, or buff limestone composed chiefly of the shells of foraminifers;soft HARDNESS,white COLOR,gray COLOR,limestone MATERIAL
a type of soft white stone;soft HARDNESS,white COLOR,stone MATERIAL
a soft, white, powdery limestone consisting chiefly of fossil shells of foraminifers.;soft HARDNESS,white COLOR,powdery TEXTURE,limestone MATERIAL
A white soft earthy limestone (calcium carbonate) formed from the skeletal remains of sea creatures.;white COLOR,soft HARDNESS,limestone MATERIAL
A chess piece, or chessman, is any of the six different types of movable objects used on a chessboard to play the game of chess.;chess CONTEXT,piece PIVOT,play TASK
Any of the 16 white and 16 black pieces used in playing the game of chess.;white COLOR,black COLOR,playing TASK,pieces CONTEXT,chess CONTEXT
A chocolate bar (Commonwealth English) or candy bar (some dialects of American English) is a confection containing chocolate, which may also contain layerings or mixtures that include nuts, fruit, caramel, nougat, and wafers.;chocolate CONTEXT,bar PIVOT,candy CONTEXT
A bar of chocolate, either solid or with a filling such as nuts or caramel.;bar PIVOT,chocolate CONTEXT,solid HARDNESS
A flattish rectangular block of chocolate manufactured as an item of confectionery, usually sold individually wrapped (also) any similarly-shaped item of confectionery that is coated or flavoured with chocolate.;flattish GEOMETRY,rectangular GEOMETRY,block GEOMETRY
A cigarette is a narrow cylinder containing burnable material, typically tobacco, that is rolled into thin paper for smoking.;cigarette PIVOT,narrow GEOMETRY,cylinder GEOMETRY,thin GEOMETRY,smoking TASK
Tobacco or other substances, in a thin roll wrapped with paper, intended to be smoked.;thin GEOMETRY,roll CONTEXT,paper MATERIAL,smoked TASK
finely ground tobacco wrapped in paper, for smoking;tobacco PIVOT,paper MATERIAL,smoking TASK
Cigarettes are small tubes of paper containing tobacco which people smoke.;Cigarettes PIVOT,small SIZE,tubes CONTEXT,smoke TASK
a slender roll of cut tobacco enclosed in paper and meant to be smoked.;slender GEOMETRY,roll CONTEXT,tobacco PIVOT,paper MATERIAL,smoked TASK
a narrow paper tube containing tobacco that people smoke.;narrow GEOMETRY,paper MATERIAL,tube CONTEXT,tobacco PIVOT,smoke TASK
a cylindrical roll of finely cut tobacco cured for smoking, considerably smaller than most cigars and usually wrapped in thin white paper.;cylindrical GEOMETRY,roll CONTEXT,tobacco PIVOT,smoking TASK,thin GEOMETRY,white COLOR,paper MATERIAL
A small roll of finely cut tobacco for smoking, enclosed in a wrapper of thin paper.;small SIZE,roll CONTEXT,tobacco PIVOT,smoking TASK,thin GEOMETRY,paper MATERIAL
A thin cylinder of finely cut tobacco rolled in paper for smoking.;thin GEOMETRY,cylinder GEOMETRY,tobacco PIVOT,paper MATERIAL,smoking TASK
A clementine ("Citrus clementina") is a tangor, a citrus fruit hybrid between a willowleaf mandarin orange ("C." "deliciosa") and a sweet orange ("C. sinensis"), named for its late 19th-century discoverer.;clementina PIVOT,fruit CONTEXT
The exterior is a deep orange colour with a smooth, glossy appearance.;orange COLOR,smooth TEXTURE,glossy TEXTURE
A type of small, sweet orange, the result of a cross between a tangerine and Seville orange.;small SIZE,orange CONTEXT
A clementine is a fruit that looks like a small orange.;clementine PIVOT,fruit CONTEXT,small SIZE,orange CONTEXT
a small nearly seedless citrus fruit that is probably a hybrid between a tangerine and an orange;small SIZE,fruit CONTEXT
a fruit similar to a small orange;fruit CONTEXT,small SIZE,orange CONTEXT
a small, sweet variety of tangerine with orange-red skin.;small SIZE,orange COLOR,red COLOR
A tangerine of a deep orange-red North African variety which is grown around the Mediterranean and in South Africa.;tangerine PIVOT,orange COLOR,red COLOR
A coin is a small, flat, (usually, depending on the country or value) round piece of metal or plastic used primarily as a medium of exchange or legal tender.;coin PIVOT,small SIZE,flat GEOMETRY,round GEOMETRY,piece CONTEXT,metal MATERIAL,plastic MATERIAL
a flat metal piece (usually a disc) used as money;flat GEOMETRY,metal MATERIAL,piece CONTEXT,disc CONTEXT
A coin is a small piece of metal which is used as money.;coin PIVOT,small SIZE,piece CONTEXT,metal MATERIAL
a flat round piece of metal with special designs on it, used as money.;flat GEOMETRY,round GEOMETRY,piece CONTEXT,metal MATERIAL
A small piece of metal, usually flat and circular, authorized by a government for use as money.;small SIZE,piece CONTEXT,metal MATERIAL,flat GEOMETRY,circular GEOMETRY
A flat disc or piece of metal with an official stamp, used as money.;flat GEOMETRY,disc CONTEXT,piece CONTEXT,metal MATERIAL
A comb is a tool consisting of a shaft that holds a row of teeth for pulling through the hair to clean, untangle, or style it.;comb PIVOT,tool CONTEXT,untangle TASK,style TASK
A toothed implement for grooming the hair or (formerly) for keeping it in place.;implement CONTEXT,grooming TASK
a flat device with narrow pointed teeth on one edge, disentangles or arranges hair.;flat GEOMETRY,disentangles TASK,arranges TASK
A comb is a flat piece of plastic or metal with narrow pointed teeth along one side, which you use to tidy your hair.;comb PIVOT,flat GEOMETRY,piece CONTEXT,plastic MATERIAL,metal MATERIAL,tidy TASK
a toothed instrument used especially for adjusting, cleaning, or confining hair;instrument CONTEXT,adjusting TASK,cleaning TASK,confining TASK
a toothed strip of plastic, hard rubber, bone, wood, or metal, used for arranging the hair, untangling it, or holding it in place.;strip CONTEXT,plastic MATERIAL,rubber MATERIAL,bone MATERIAL,wood MATERIAL,metal MATERIAL,arranging TASK,untangling TASK,holding TASK
A thin toothed strip, as of plastic, used to smooth, arrange, or fasten the hair.;thin GEOMETRY,strip CONTEXT,plastic MATERIAL,arrange TASK,fasten TASK
A strip of plastic, metal, or wood with a row of narrow teeth, used for untangling or arranging the hair.;strip CONTEXT,plastic MATERIAL,metal MATERIAL,wood MATERIAL,untangling TASK,arranging TASK
Compact discs are small shiny discs that contain music or computer information.;Compact CONTEXT,discs PIVOT,small SIZE
A small optical disc on which data such as music, text, or graphic images is digitally encoded.;small SIZE,disc PIVOT
A small plastic disc on which music or other digital information is stored in the form of a pattern of metal-coated pits from which it can be read using laser light reflected off the disc.;small SIZE,plastic MATERIAL,disc PIVOT
A credit card is a payment card issued to users (cardholders) to enable the cardholder to pay a merchant for goods and services based on the cardholder's accrued debt (i.e., promise to the card issuer to pay them for the amounts plus the other agreed charges).;credit CONTEXT,card PIVOT,pay TASK
A plastic card, usually with a magnetic strip or an embedded microchip, connected to a credit account and used to buy goods or services.;plastic MATERIAL,card PIVOT
A credit card is a plastic card that you use to buy goods on credit.;credit CONTEXT,card PIVOT,plastic MATERIAL
a small plastic card that you use to buy things now and pay for them later.;small SIZE,plastic MATERIAL,card PIVOT,pay TASK
A plastic card having a magnetic strip, issued by a bank or business authorizing the holder to buy goods or services on credit.;plastic MATERIAL,card PIVOT
A small plastic card issued by a bank, building society, etc., allowing the holder to purchase goods or services on credit.;small SIZE,plastic MATERIAL,card PIVOT
The cucumber originates from South Asia, but now grows on most continents, as many different types of cucumber are traded on the global market.;cucumber PIVOT
a melon vine of the genus Cucumis, cultivated from earliest times for its cylindrical green fruit.;cylindrical GEOMETRY,green COLOR,fruit CONTEXT
A cucumber is a long thin vegetable with a hard green skin and wet transparent flesh.;cucumber PIVOT,long SIZE,thin GEOMETRY,vegetable CONTEXT,hard HARDNESS,green COLOR
a long thin vegetable that has a dark green skin and is white inside.;long SIZE,thin GEOMETRY,vegetable CONTEXT,green COLOR,skin COMPONENT
